,carat,cut,color,clarity,depth,table,x,y,z,price
40096,0.33,Ideal,G,VVS1,62,56,4.48,4.45,2.77,1114
40097,0.33,Ideal,G,VVS1,62,56,4.48,4.45,2.77,1114
40098,0.33,Ideal,G,VVS1,62.2,57,4.46,4.41,2.76,1114
40099,0.33,Premium,G,VVS1,61.2,60,4.44,4.42,2.71,1114
40100,0.33,Ideal,G,VVS1,61.8,55,4.45,4.42,2.74,1114
40101,0.33,Ideal,G,VVS1,60.8,56,4.46,4.42,2.7,1114
40102,0.33,Ideal,G,VVS1,62.3,55,4.46,4.43,2.77,1114
40103,0.33,Premium,G,VVS1,61.9,59,4.41,4.38,2.72,1114
40104,0.33,Premium,G,VVS1,62.8,59,4.44,4.38,2.77,1114
40105,0.33,Premium,G,VVS1,61.4,60,4.44,4.39,2.71,1114
40106,0.33,Premium,G,VVS1,62.1,58,4.43,4.4,2.74,1114
40107,0.5,Fair,E,SI2,59.8,66,5.18,5.09,3.07,1114
40108,0.54,Fair,F,SI1,61.4,66,5.24,5.18,3.2,1114
40109,0.5,Fair,E,SI1,65.1,58,5.04,4.94,3.25,1114
40110,0.32,Ideal,D,VS1,60.9,57,4.48,4.45,2.72,1114
40111,0.41,Ideal,F,VVS2,61.9,55,4.78,4.79,2.96,1115
40112,0.41,Premium,F,VVS2,60.1,59,4.79,4.82,2.89,1115
40113,0.41,Very Good,F,VVS2,60.3,58,4.79,4.83,2.9,1115
40114,0.41,Ideal,F,VVS2,61.9,55,4.74,4.79,2.95,1115
40115,0.41,Ideal,F,VVS2,60.1,57,4.83,4.85,2.91,1115
40116,0.41,Premium,F,VVS2,60.4,58,4.8,4.84,2.91,1115
40117,0.41,Ideal,F,VVS2,61.7,57,4.73,4.8,2.94,1115
40118,0.41,Premium,F,VVS2,61,59,4.77,4.83,2.93,1115
40119,0.41,Ideal,F,VVS2,61,56,4.78,4.82,2.93,1115
40120,0.41,Ideal,F,VVS2,62.6,55,4.73,4.76,2.97,1115
40121,0.41,Premium,F,VVS2,61,59,4.79,4.82,2.93,1115
40122,0.41,Very Good,F,VVS2,62.9,54,4.7,4.74,2.97,1115
40123,0.41,Ideal,F,VVS2,60.6,57,4.81,4.86,2.93,1115
40124,0.41,Ideal,F,VVS2,61.4,56,4.76,4.81,2.94,1115
40125,0.41,Premium,F,VVS2,60.1,58,4.79,4.83,2.89,1115
40126,0.41,Ideal,F,VVS2,61.2,56,4.78,4.8,2.93,1115
40127,0.41,Ideal,F,VVS2,62.3,56,4.73,4.77,2.96,1115
40128,0.41,Ideal,F,VVS2,62.5,56,4.72,4.75,2.96,1115
40129,0.41,Ideal,F,VVS2,61.7,56,4.78,4.81,2.96,1115
40130,0.41,Premium,F,VVS2,60.6,58,4.79,4.84,2.92,1115
40131,0.41,Premium,F,VVS2,62.4,58,4.7,4.76,2.95,1115
40132,0.41,Ideal,E,VS1,60.4,55,4.85,4.89,2.94,1115
40133,0.41,Ideal,H,VVS1,62.7,54,4.79,4.78,3,1115
40134,0.41,Premium,H,VVS1,60.4,58,4.85,4.79,2.91,1115
40135,0.41,Premium,H,VVS1,61.4,60,4.78,4.73,2.92,1115
40136,0.41,Ideal,H,VVS1,62.2,57,4.78,4.74,2.96,1115
40137,0.41,Ideal,H,VVS1,61.4,56,4.8,4.77,2.94,1115
40138,0.7,Premium,G,I1,59.2,61,5.76,5.7,3.39,1115
40139,0.7,Very Good,G,I1,63.1,56,5.6,5.51,3.51,1115
40140,0.7,Fair,G,I1,64.6,59,5.64,5.48,3.6,1115
40141,0.51,Premium,H,SI1,60.6,59,5.17,5.13,3.12,1116
40142,0.41,Very Good,E,VVS2,62.2,57,4.76,4.79,2.97,1116
40143,0.4,Very Good,F,VVS1,63.7,58,4.65,4.68,2.97,1116
40144,0.49,Very Good,F,SI1,62.5,57,4.99,5.02,3.13,1116
40145,0.51,Premium,H,SI1,61.9,56,5.13,5.12,3.17,1116
40146,0.51,Good,H,SI1,63.6,57,5.09,5.04,3.22,1116
40147,0.38,Ideal,F,VS1,61.3,56,4.68,4.72,2.88,1116
40148,0.35,Ideal,E,VVS1,62.2,56,4.53,4.51,2.81,1116
40149,0.35,Ideal,G,IF,61.1,56,4.59,4.54,2.79,1116
40150,0.35,Ideal,E,VVS1,62,56,4.58,4.51,2.82,1116
40151,0.35,Ideal,E,VVS1,60.7,57,4.57,4.53,2.76,1116
40152,0.35,Premium,E,VVS1,60.7,59,4.58,4.55,2.77,1116
40153,0.35,Premium,E,VVS1,61,58,4.56,4.52,2.77,1116
40154,0.46,Ideal,E,SI2,61.3,56,5.02,4.96,3.06,1116
40155,0.35,Premium,G,IF,59.1,59,4.62,4.59,2.72,1116
40156,0.35,Ideal,G,IF,61.4,55,4.59,4.56,2.81,1116
40157,0.35,Premium,G,IF,60.6,60,4.57,4.54,2.76,1116
40158,0.35,Ideal,G,IF,61.8,55,4.56,4.54,2.81,1116
40159,0.35,Ideal,G,IF,62.3,55,4.52,4.5,2.81,1116
40160,0.35,Premium,G,IF,62.2,58,4.52,4.45,2.79,1116
40161,0.62,Good,J,SI1,59.9,65,5.58,5.5,3.32,1116
40162,0.32,Ideal,H,IF,61.1,56,4.46,4.45,2.72,1116
40163,0.32,Premium,H,IF,60.7,58,4.47,4.46,2.71,1116
40164,0.47,Premium,G,VS2,61,59,5.03,5,3.06,1116
40165,0.31,Premium,E,VVS2,62.2,56,4.31,4.28,2.67,1116
40166,0.39,Very Good,F,VVS2,58.2,62,4.77,4.82,2.79,1117
40167,0.58,Very Good,G,SI2,63.3,58,5.26,5.29,3.34,1117
40168,0.38,Ideal,F,VVS2,61,57,4.69,4.72,2.87,1117
40169,0.38,Very Good,D,VS2,63.4,55,4.67,4.63,2.95,1117
40170,0.38,Premium,D,VS2,58.8,61,4.74,4.71,2.78,1117
40171,0.38,Premium,F,VS1,60.2,58,4.73,4.71,2.84,1117
40172,0.38,Premium,D,VS2,61.5,62,4.63,4.6,2.84,1117
40173,0.38,Premium,D,VS2,58.8,61,4.77,4.72,2.79,1117
40174,0.38,Premium,D,VS2,58.7,61,4.77,4.74,2.79,1117
40175,0.55,Ideal,G,SI2,62.1,56,5.25,5.22,3.25,1117
40176,0.38,Ideal,H,VS1,60.6,57,4.73,4.7,2.85,1117
40177,0.43,Ideal,G,VVS1,61.5,56,4.87,4.89,3,1118
40178,0.5,Ideal,F,SI2,60.5,56,5.17,5.19,3.14,1118
40179,0.38,Premium,E,VVS1,60.6,59,4.65,4.62,2.81,1119
40180,0.36,Very Good,D,VVS1,59,59,4.66,4.69,2.76,1119
40181,0.44,Premium,H,VVS1,60.1,58,4.92,4.96,2.97,1119
40182,0.51,Good,H,SI1,63.7,56,5.07,5.1,3.24,1119
40183,0.51,Good,H,SI1,63.4,57,5.06,5.09,3.22,1119
40184,0.56,Ideal,J,SI1,61.8,58,5.27,5.31,3.27,1119
40185,0.5,Ideal,H,SI2,62.3,56,5.14,5.09,3.19,1119
40186,0.52,Good,E,SI2,63.7,56,5.12,5.15,3.27,1120
40187,0.52,Very Good,E,SI2,61.8,54,5.15,5.18,3.19,1120
40188,0.52,Very Good,E,SI2,62.9,56,5.12,5.15,3.23,1120
40189,0.43,Ideal,I,VVS1,60.6,57,4.88,4.94,2.97,1120
40190,0.38,Ideal,F,VVS1,61.5,56,4.68,4.71,2.88,1120
40191,0.3,Ideal,E,IF,60.9,56,4.31,4.33,2.63,1120
40192,0.4,Good,G,IF,59.7,62,4.75,4.8,2.85,1120
40193,0.5,Good,G,SI2,62.3,64,5.1,5.02,3.15,1121
40194,0.5,Premium,G,SI2,62.6,58,5.09,5.03,3.17,1121
40195,0.41,Ideal,G,VS1,61.1,55,4.79,4.83,2.94,1121
40196,0.57,Ideal,H,SI2,62,57,5.3,5.35,3.3,1121
40197,0.51,Ideal,G,SI2,61.9,55,5.12,5.14,3.17,1121
40198,0.52,Ideal,F,SI2,61.5,55,5.17,5.2,3.19,1121
40199,0.52,Ideal,F,SI2,61.3,55,5.18,5.2,3.18,1121
40200,0.52,Premium,G,SI2,59.2,60,5.29,5.21,3.11,1121
40201,0.39,Premium,E,VS2,60.9,60,4.71,4.68,2.86,1121
40202,0.41,Very Good,F,VVS1,61.4,58,4.76,4.78,2.93,1122
40203,0.5,Very Good,F,SI1,60,54,5.13,5.2,3.1,1122
40204,0.51,Very Good,G,SI1,63.4,56,5.03,5.1,3.21,1122
40205,0.53,Good,J,VS2,63.8,57,5.12,5.1,3.26,1122
40206,0.53,Very Good,J,VS2,63.3,56,5.18,5.12,3.26,1122
40207,0.53,Premium,J,VS2,60.9,59,5.27,5.2,3.19,1122
40208,0.51,Ideal,I,SI1,62.5,57,5.1,5.07,3.18,1122
40209,0.31,Ideal,F,IF,62.3,57,4.34,4.3,2.69,1122
40210,0.31,Premium,F,IF,60.8,59,4.39,4.36,2.66,1122
40211,0.31,Premium,F,IF,61.6,58,4.37,4.33,2.68,1122
40212,0.5,Fair,H,VS2,62.4,69,5.07,4.99,3.14,1122
40213,0.41,Ideal,D,SI1,61.8,56,4.78,4.73,2.94,1122
40214,0.31,Ideal,F,IF,62.2,56,4.34,4.31,2.69,1122
40215,0.34,Premium,G,VVS1,61.5,59,4.5,4.47,2.76,1122
40216,0.39,Ideal,E,VS1,60.2,56,4.79,4.78,2.88,1123
40217,0.5,Very Good,D,SI2,58.9,60,5.2,5.23,3.07,1123
40218,0.4,Premium,G,VVS1,62.3,58,4.66,4.72,2.92,1123
40219,0.4,Ideal,D,VS1,59.9,57,4.77,4.82,2.87,1123
40220,0.4,Ideal,G,VVS1,62.4,57,4.74,4.78,2.97,1123
40221,0.4,Very Good,G,VVS1,61.7,58,4.69,4.71,2.9,1123
40222,0.4,Premium,D,VS1,62.1,58,4.7,4.73,2.93,1123
40223,0.4,Very Good,G,VVS1,60.9,57,4.76,4.8,2.91,1123
40224,0.4,Very Good,D,VS1,62.9,56,4.67,4.71,2.95,1123
40225,0.4,Premium,D,VS1,60.9,58,4.78,4.81,2.92,1123
40226,0.4,Premium,D,VS1,62.5,60,4.66,4.72,2.93,1123
40227,0.4,Premium,G,VVS1,61.5,58,4.69,4.74,2.9,1123
40228,0.4,Ideal,G,VVS1,61.6,57,4.75,4.76,2.93,1123
40229,0.4,Ideal,G,VVS1,61.4,55,4.72,4.76,2.91,1123
40230,0.4,Ideal,G,VVS1,61.2,56,4.75,4.79,2.92,1123
40231,0.4,Premium,D,VS1,59.2,59,4.79,4.81,2.84,1123
40232,0.41,Ideal,G,VVS1,61,55,4.8,4.82,2.93,1123
40233,0.41,Ideal,G,VVS1,61.5,57,4.79,4.82,2.95,1123
40234,0.39,Premium,D,VS1,61.7,59,4.69,4.64,2.88,1123
40235,0.53,Very Good,J,VS2,62.4,58,5.15,5.24,3.24,1124
40236,0.44,Ideal,H,VVS1,61.1,57,4.87,4.92,2.99,1124
40237,0.39,Ideal,F,VVS1,62.2,54,4.71,4.74,2.94,1124
40238,0.39,Ideal,F,VVS1,62.3,55,4.67,4.7,2.92,1124
40239,0.39,Ideal,F,VVS1,61.8,55,4.69,4.73,2.91,1124
40240,0.39,Ideal,F,VVS1,61.7,55,4.69,4.71,2.9,1124
40241,0.39,Ideal,F,VVS1,62.1,55,4.69,4.71,2.92,1124
40242,0.37,Premium,E,VS1,60.4,58,4.66,4.61,2.8,1124
40243,0.37,Ideal,E,VS1,61.2,56,4.67,4.64,2.85,1124
40244,0.37,Ideal,D,VS2,61.6,56,4.63,4.59,2.84,1124
40245,0.37,Ideal,D,VS2,61.3,56,4.64,4.6,2.83,1124
40246,0.37,Ideal,D,VS2,61,56,4.7,4.65,2.85,1124
40247,0.37,Premium,D,VS2,61,59,4.63,4.59,2.81,1124
40248,0.5,Good,F,SI1,63.7,61,5.02,4.99,3.19,1125
40249,0.5,Very Good,F,SI2,62.9,63,4.99,4.93,3.12,1125
40250,0.5,Premium,F,SI1,59.6,61,5.15,5.12,3.06,1125
40251,0.51,Premium,H,SI2,62.9,56,5.08,5.06,3.19,1125
40252,0.6,Ideal,I,SI2,62.2,54,5.4,5.44,3.37,1125
40253,0.52,Ideal,I,SI2,61.9,55,5.17,5.23,3.22,1125
40254,0.64,Ideal,H,SI2,60.8,56,5.57,5.61,3.4,1125
40255,0.38,Ideal,G,IF,62,54,4.66,4.7,2.9,1125
40256,0.3,Ideal,E,VVS2,61.4,55,4.36,4.34,2.67,1125
40257,0.4,Premium,E,VS1,60.1,58,4.76,4.72,2.85,1125
40258,0.4,Ideal,H,VVS2,60.8,55,4.82,4.79,2.92,1125
40259,0.4,Premium,H,VVS2,60.9,58,4.79,4.74,2.9,1125
40260,0.4,Premium,H,VVS2,60.6,60,4.79,4.75,2.89,1125
40261,0.33,Premium,G,SI1,62.3,59,4.39,4.44,2.75,492
40262,0.33,Premium,D,SI2,62.1,58,4.4,4.43,2.74,492
40263,0.33,Very Good,G,SI1,61.6,57,4.42,4.45,2.73,492
40264,0.33,Ideal,D,SI2,61.1,57,4.47,4.5,2.74,492
40265,0.33,Very Good,D,SI2,62.9,56,4.41,4.43,2.78,492
40266,0.33,Very Good,G,SI1,59.8,58,4.52,4.54,2.71,492
40267,0.33,Ideal,G,SI1,61.3,56,4.46,4.51,2.75,492
40268,0.33,Very Good,D,SI2,60.7,56,4.43,4.46,2.7,492
40269,0.33,Very Good,G,SI1,61.1,59,4.42,4.45,2.71,492
40270,0.33,Ideal,D,SI2,62,57,4.45,4.46,2.76,492
40271,0.37,Very Good,E,SI2,61.6,56,4.61,4.65,2.85,493
40272,0.23,Ideal,F,VS2,61.8,55,3.93,3.96,2.43,493
40273,0.23,Ideal,F,VS1,61.9,56,3.94,3.96,2.44,493
40274,0.31,Ideal,G,SI1,61.8,55,4.38,4.42,2.72,493
40275,0.31,Ideal,G,SI1,61.6,57,4.32,4.35,2.67,493
40276,0.31,Ideal,G,SI1,61.9,55,4.38,4.41,2.72,493
40277,0.31,Ideal,G,SI1,61.2,56,4.37,4.39,2.68,493
40278,0.31,Ideal,G,SI1,62.1,54,4.34,4.36,2.7,493
40279,0.35,Very Good,F,SI2,61.2,55,4.56,4.57,2.79,494
40280,0.32,Ideal,J,VVS1,62.3,54,4.41,4.43,2.75,494
40281,0.32,Ideal,J,VVS1,60.8,56,4.47,4.48,2.72,494
40282,0.3,Ideal,I,VVS2,62.2,56,4.25,4.3,2.66,495
40283,0.3,Ideal,I,VVS2,62.5,54,4.27,4.31,2.68,495
40284,0.34,Ideal,I,VS2,61.1,55,4.51,4.55,2.77,495
40285,0.34,Ideal,I,VS2,61.5,55,4.53,4.55,2.79,495
40286,0.3,Ideal,G,VS2,62.2,54,4.29,4.33,2.68,495
40287,0.3,Ideal,E,I1,60.3,57,4.39,4.36,2.64,495
40288,0.29,Very Good,E,VS1,62.1,57,4.2,4.24,2.62,496
40289,0.27,Ideal,H,VVS2,61.9,55,4.14,4.16,2.57,496
40290,0.3,Ideal,H,VS2,61.9,55,4.28,4.31,2.66,496
40291,0.4,Ideal,H,VVS2,62.1,57,4.74,4.69,2.93,1125
40292,0.4,Very Good,H,VVS2,63.2,55,4.73,4.7,2.98,1125
40293,0.4,Ideal,H,VVS2,62.2,56,4.75,4.7,2.94,1125
40294,0.4,Ideal,H,VVS2,62.3,57,4.73,4.71,2.94,1125
40295,0.4,Ideal,H,VVS2,62.4,57,4.73,4.69,2.94,1125
40296,0.4,Ideal,G,VS1,62.8,56,4.7,4.67,2.94,1125
40297,0.4,Ideal,G,VS1,62.2,56,4.74,4.72,2.94,1125
40298,0.4,Ideal,G,VS1,62.4,57,4.74,4.72,2.95,1125
40299,0.4,Ideal,G,VS1,61.3,55,4.78,4.75,2.92,1125
40300,0.4,Premium,G,VS1,60.3,59,4.8,4.76,2.88,1125
40301,0.4,Premium,G,VS1,60.7,58,4.81,4.78,2.91,1125
40302,0.4,Premium,G,VS1,61.3,60,4.71,4.66,2.87,1125
40303,0.4,Ideal,E,VS1,61.6,56,4.78,4.73,2.93,1125
40304,0.4,Ideal,E,VS1,61.2,57,4.77,4.74,2.91,1125
40305,0.4,Premium,E,VS1,61.8,56,4.77,4.74,2.94,1125
40306,0.4,Ideal,E,VS1,62,54,4.77,4.74,2.95,1125
40307,0.4,Premium,E,VS1,60.4,59,4.81,4.76,2.89,1125
40308,0.4,Premium,E,VS1,60.3,58,4.82,4.8,2.9,1125
40309,0.4,Premium,E,VS1,62.8,59,4.67,4.63,2.92,1125
40310,0.4,Ideal,E,VS1,62.6,56,4.72,4.67,2.94,1125
40311,0.4,Premium,E,VS1,62.5,58,4.72,4.69,2.94,1125
40312,0.4,Ideal,E,VS1,62.3,56,4.73,4.71,2.94,1125
40313,0.4,Premium,E,VS1,62.4,54,4.75,4.71,2.95,1125
40314,0.4,Premium,E,VS1,60.5,61,4.74,4.72,2.86,1125
40315,0.4,Premium,E,VS1,61.2,59,4.76,4.72,2.9,1125
40316,0.4,Premium,E,VS1,61.8,55,4.76,4.72,2.93,1125
40317,0.4,Ideal,E,VS1,62.2,55,4.76,4.72,2.95,1125
40318,0.4,Ideal,E,VS1,61.7,55,4.76,4.73,2.93,1125
40319,0.5,Premium,F,SI2,59.9,60,5.22,5.16,3.11,1125
40320,0.4,Ideal,D,VS2,60.5,57,4.8,4.76,2.89,1125
40321,0.61,Very Good,J,SI2,58.1,63,5.62,5.6,3.26,1125
40322,0.5,Premium,J,SI1,60.7,58,5.13,5.11,3.11,1125
40323,0.36,Ideal,D,VVS2,61,56,4.57,4.61,2.8,1126
40324,0.42,Ideal,H,IF,61.6,56,4.84,4.87,2.99,1126
40325,0.39,Premium,E,VVS2,59.5,58,4.77,4.74,2.83,1126
40326,0.5,Ideal,G,SI2,61,57,5.13,5.15,3.13,1127
40327,0.53,Ideal,I,SI1,61.6,56.6,5.19,5.21,3.21,1127
40328,0.45,Good,G,VS1,64.1,58.8,4.79,4.86,3.09,1127
40329,0.53,Good,E,SI2,63,60,5.11,5.14,3.23,1127
40330,0.39,Fair,G,IF,57.1,61,4.83,4.88,2.77,1127
40331,0.56,Ideal,G,SI2,61,57,5.34,5.32,3.25,1127
40332,0.5,Very Good,E,SI1,61.4,63,5.06,5.1,3.12,1128
40333,0.4,Ideal,F,VVS1,61.7,57,4.72,4.75,2.92,1128
40334,0.4,Ideal,F,VVS1,61.5,56,4.73,4.77,2.92,1128
40335,0.4,Very Good,D,VVS2,62,61,4.7,4.72,2.92,1128
40336,0.51,Good,H,VS2,61.8,65,5.07,5.02,3.12,1128
40337,0.51,Ideal,E,SI2,61.3,61,5.13,5.15,3.15,1128
40338,0.54,Very Good,J,VS2,63,57,5.17,5.21,3.27,1129
40339,0.45,Very Good,E,VS2,61.8,58,4.9,4.94,3.04,1129
40340,0.39,Premium,E,VVS2,61.1,59,4.68,4.74,2.88,1129
40341,0.33,Premium,D,VVS1,61.8,58,4.4,4.43,2.73,1129
40342,0.33,Ideal,E,IF,61.9,57,4.41,4.45,2.74,1129
40343,0.33,Premium,E,IF,60.8,58,4.46,4.49,2.72,1129
40344,0.39,Ideal,F,VVS1,61.4,54,4.7,4.73,2.9,1129
40345,0.51,Ideal,G,SI2,61.5,55,5.16,5.18,3.18,1129
40346,0.51,Good,G,SI2,63.6,54,5.08,5.05,3.22,1129
40347,0.43,Ideal,I,IF,62,55,4.85,4.83,3,1129
40348,0.43,Premium,I,IF,61.2,58,4.88,4.83,2.97,1129
40349,0.43,Ideal,G,VVS2,61.9,55,4.86,4.84,3,1129
40350,0.43,Ideal,G,VVS2,60.9,57,4.9,4.85,2.97,1129
40351,0.43,Ideal,G,VVS2,60.1,57,4.91,4.88,2.94,1129
40352,0.43,Premium,G,VVS2,62.3,60,4.85,4.78,3,1129
40353,0.43,Premium,G,VVS2,62.2,55,4.84,4.81,3,1129
40354,0.43,Ideal,G,VVS2,61.4,55,4.88,4.83,2.98,1129
40355,0.43,Premium,F,VS1,62.5,58,4.85,4.78,3.01,1129
40356,0.43,Premium,F,VS1,61,57,4.89,4.84,2.97,1129
40357,0.43,Premium,F,VS1,59.9,58,4.93,4.89,2.94,1129
40358,0.43,Premium,F,VS1,62.2,61,4.83,4.75,2.98,1129
40359,0.43,Premium,D,VS2,60.7,58,4.88,4.84,2.95,1129
40360,0.43,Ideal,D,VS2,60.7,57,4.91,4.88,2.97,1129
40361,0.43,Premium,D,VS2,60.2,59,4.92,4.88,2.95,1129
40362,0.43,Ideal,D,VS2,61.8,56,4.83,4.81,2.98,1129
40363,0.43,Ideal,D,VS2,62,55,4.86,4.81,3,1129
40364,0.3,Premium,D,IF,62.1,59,4.27,4.29,2.66,1130
40365,0.51,Good,E,SI2,63.3,56,5.08,5.12,3.23,1130
40366,0.34,Ideal,D,VVS2,61.8,55,4.46,4.48,2.76,1130
40367,0.33,Ideal,E,VVS1,61.3,56,4.43,4.48,2.73,1130
40368,0.33,Ideal,E,VVS1,61.6,55,4.44,4.46,2.74,1130
40369,0.5,Ideal,I,VS1,61.9,54,5.12,5.16,3.18,1130
40370,0.46,Ideal,H,SI1,61.1,55,4.97,5.01,3.05,1130
40371,0.48,Good,G,VS2,60.3,60.7,5.06,5.11,3.06,1130
40372,0.41,Premium,E,VVS1,60,61,4.86,4.78,2.89,1130
40373,0.42,Very Good,F,VVS2,61.6,59,4.83,4.84,2.98,1131
40374,0.43,Premium,E,VS1,62.3,58,4.78,4.82,2.99,1131
40375,0.39,Very Good,F,IF,60.8,55,4.73,4.77,2.89,1131
40376,0.54,Good,H,SI1,59.4,65,5.31,5.22,3.13,1131
40377,0.36,Ideal,E,VVS2,61,55,4.6,4.62,2.81,1131
40378,0.56,Ideal,J,VS2,61.4,56,5.32,5.34,3.27,1131
40379,0.51,Ideal,I,VS2,62.1,54,5.12,5.16,3.19,1131
40380,0.36,Ideal,D,VS1,61.7,55,4.58,4.6,2.83,1131
40381,0.3,Ideal,F,IF,60.7,56,4.35,4.38,2.65,1131
40382,0.38,Ideal,F,VS1,62.1,55,4.66,4.63,2.89,1131
40383,0.53,Premium,H,SI1,59.4,60,5.24,5.26,3.12,1132
40384,0.53,Good,H,SI1,63.7,55,5.12,5.15,3.27,1132
40385,0.53,Very Good,F,SI2,62.5,57,5.11,5.17,3.21,1132
40386,0.42,Ideal,D,VVS2,62,55,4.81,4.84,2.99,1132
40387,0.42,Ideal,D,VVS2,61.7,57,4.8,4.82,2.97,1132
40388,0.42,Ideal,D,VS1,61.8,56,4.82,4.86,2.99,1132
40389,0.42,Premium,D,VVS2,59.6,59,4.9,4.96,2.94,1132
40390,0.53,Good,H,SI1,63.9,55,5.14,5.19,3.3,1132
40391,0.53,Very Good,F,SI2,60.5,60,5.19,5.23,3.15,1132
40392,0.53,Ideal,G,SI2,59.9,57,5.25,5.3,3.16,1132
40393,0.58,Ideal,I,SI1,62.2,54,5.35,5.39,3.34,1132
40394,0.4,Very Good,D,VVS2,60.8,56,4.78,4.82,2.92,1133
40395,0.47,Very Good,G,SI1,62.8,56,4.96,4.93,3.11,1133
40396,0.5,Very Good,G,SI1,59.3,58,5.19,5.24,3.09,1133
40397,0.5,Very Good,H,SI1,60.9,61,5.06,5.15,3.11,1133
40398,0.34,Ideal,D,VVS1,61.7,56,4.46,4.48,2.76,1133
40399,0.38,Ideal,E,VS1,62.2,54.1,4.63,4.65,2.89,1133
40400,0.34,Ideal,D,VVS1,61.7,57,4.49,4.52,2.78,1133
40401,0.34,Ideal,D,VVS1,61.5,56,4.47,4.5,2.76,1133
40402,0.34,Ideal,D,VVS1,62.4,55,4.45,4.49,2.79,1133
40403,0.55,Ideal,J,VS2,60.4,58,5.29,5.34,3.21,1133
40404,0.54,Ideal,G,SI2,61.8,54,5.23,5.25,3.24,1133
40405,0.54,Ideal,G,SI2,61.8,54,5.24,5.28,3.25,1133
40406,0.54,Ideal,G,SI2,62.3,58,5.17,5.2,3.23,1133
40407,0.31,Ideal,E,IF,61.9,56,4.37,4.35,2.7,1133
40408,0.31,Premium,E,IF,61,59,4.39,4.36,2.67,1133
40409,0.41,Very Good,E,VVS2,63.1,58,4.75,4.72,2.99,1133
40410,0.57,Fair,F,SI1,65.8,58,5.2,5.1,3.39,1133
40411,0.55,Premium,E,SI2,58.4,61,5.37,5.31,3.12,1134
40412,0.55,Ideal,I,SI1,61.3,55,5.3,5.33,3.26,1134
40413,0.55,Ideal,I,SI1,61.7,55,5.29,5.31,3.27,1134
40414,0.55,Ideal,H,SI1,61.5,54,5.3,5.33,3.27,1134
40415,0.55,Good,J,VS2,64.1,54,5.21,5.18,3.33,1134
40416,0.63,Good,J,SI1,59.9,64,5.63,5.58,3.36,1134
40417,0.58,Ideal,G,SI2,62,57,5.35,5.29,3.3,1134
40418,0.5,Ideal,J,VS1,61.4,58,5.14,5.09,3.15,1134
40419,0.7,Good,H,I1,56.5,57,5.97,5.86,3.33,1134
40420,0.7,Fair,F,I1,64.9,59,5.58,5.53,3.61,1134
40421,0.5,Fair,H,VS1,67.1,58,4.94,4.89,3.3,1134
40422,0.5,Fair,H,VS1,66.6,58,4.95,4.84,3.26,1134
40423,0.5,Fair,E,SI1,65.3,58,4.99,4.91,3.23,1134
40424,0.7,Good,F,I1,63.8,60,5.64,5.45,3.54,1134
40425,0.43,Ideal,E,VVS2,60.8,57,4.9,4.87,2.97,1135
40426,0.54,Very Good,I,SI1,63.2,57,5.17,5.21,3.28,1135
40427,0.45,Ideal,G,VVS2,61.2,56,4.91,4.96,3.02,1135
40428,0.42,Ideal,H,IF,61,56,4.79,4.82,2.93,1135
40429,0.4,Good,D,VVS2,60.2,63,4.74,4.8,2.87,1135
40430,0.4,Ideal,J,VVS1,61.9,56,4.74,4.79,2.95,1136
40431,0.47,Ideal,H,VS2,61.7,57,4.99,5.03,3.09,1136
40432,0.42,Ideal,G,SI1,61.6,56,4.83,4.85,2.98,1136
40433,0.5,Good,E,SI1,65.5,56,4.9,4.99,3.24,1136
40434,0.5,Fair,H,VS1,66.3,55,4.86,4.91,3.24,1136
40435,0.36,Ideal,F,IF,62.2,55,4.57,4.62,2.86,1137
40436,0.55,Good,E,SI1,63.3,54,5.21,5.24,3.31,1138
40437,0.5,Premium,G,SI1,63,56,5.07,5.02,3.18,1138
40438,0.36,Ideal,F,IF,61.4,55.9,4.58,4.62,2.82,1138
40439,0.52,Good,D,SI2,61.8,58,5.17,5.21,3.21,1138
40440,0.7,Fair,G,I1,65.3,59,5.5,5.47,3.58,1138
40441,0.5,Good,G,SI1,60.2,64,5.11,5.04,3.05,1138
40442,0.52,Premium,H,SI1,61.6,57,5.2,5.15,3.19,1138
40443,0.4,Good,E,VS1,63.8,57,4.72,4.69,3,1138
40444,0.7,Premium,G,I1,61.6,56,5.8,5.63,3.52,1138
40445,0.7,Premium,G,I1,59.7,59,5.76,5.57,3.39,1138
40446,0.7,Fair,H,I1,62.1,66,5.56,5.52,3.44,1138
40447,0.4,Very Good,H,VVS1,62.3,55,4.73,4.77,2.95,1139
40448,0.51,Ideal,F,SI2,61.1,56,5.18,5.21,3.17,1139
40449,0.46,Premium,F,VS1,63,57,4.93,4.79,3.06,1139
40450,0.36,Very Good,E,VVS1,61.4,56,4.6,4.62,2.83,1140
40451,0.51,Very Good,I,VS2,63.3,56,5.02,5.06,3.19,1140
40452,0.76,Fair,H,I1,64.5,57,5.79,5.76,3.73,1140
40453,0.31,Ideal,F,VVS1,60.7,57,4.41,4.39,2.67,1140
40454,0.31,Ideal,F,VVS1,60.6,56,4.44,4.41,2.68,1140
40455,0.32,Ideal,E,VVS1,61.5,56,4.43,4.45,2.73,1140
40456,0.5,Ideal,H,SI1,62.2,57,5.07,5.09,3.16,1140
40457,0.5,Ideal,H,SI1,62.4,56,5.07,5.09,3.17,1140
40458,0.5,Ideal,H,SI1,62.1,58,5.04,5.07,3.14,1140
