"","random_ID","NZDep2006","ch_asian","ch_euro","ch_maori","ch_melaa","ch_other","ch_pacific","m_age","m_asian","m_euro","m_maori","m_melaa","m_other","m_pacific","m_wklfs_code","d_age","d_asian","d_euro","d_maori","d_melaa","d_other","d_pacific","d_wklfs_code","bedroom_count_code","m_years_at_addr_code","m_tenure_holder_code","m_education","m_work_hours","m_smoke","m_income_srce7","m_income_srce8","m_income_srce9","m_income_srce10","m_income_srce11","m_income_srce12","d_years_at_addr_code","d_tenure_holder_code","d_education","d_work_hours","d_smoke","d_income_srce7","d_income_srce8","d_income_srce9","d_income_srce10","d_income_srce11","d_income_srce12","ch_sex","child_depend_family_type_code","d_family_role_code","heat_fuel","m_family_role_code","telecomm1_code","telecomm2_code","telecomm4_code","usual_resdnt_count_code","twin","singparstat","total_income_hhld_code"
"5733",7506,"5","0","1","0","0","0","0",35,"0","1","0","0","0","0","4",42,"0","1","0","0","0","0","1",2,1,"1","11",0,"3","0","0","0","0","0","0",3,"1","11",48,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","8"
"5734",7507,"10","0","0","1","0","0","0",35,"0","0","1","0","0","0","4",34.5561825396825,"0","0","1","0","0","0","4",3,5,"2","0",0,"1","0","0","1","1","0","0",8.25766666666667,"2","0",0,"1","0","0","0","0","0","0","1","31","1","0","1","99","99","99","7",1,"2","6"
"5735",7508,"8","0","1","0","0","0","0",34,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",3,2,"1","11",0,"3","0","0","0","0","0","0",2,"1","11",40,"3","0","0","0","0","0","0","1","21","1","1","1","99","2","99","3",1,"1","13"
"5736",7512,"1","0","1","0","0","0","0",33,"0","1","0","0","0","0","4",33,"0","1","0","0","0","0","1",3,2,"1","11",0,"3","0","0","0","0","0","0",2.37036680542859,"1","6",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","99","4",1,"1","13"
"5737",7513,"10","0","1","1","0","0","0",30.255641025641,"0","1","1","0","0","0","4",34,"0","1","1","0","0","0","1",3,1.59314444444444,"2","0",0,"1","0","0","0","0","0","0",2,"2","2",60,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","99","5",2,"3","10"
"5738",7515,"8","0","1","0","0","0","0",27,"0","1","0","0","0","0","4",29,"0","1","0","0","0","0","1",3,2,"2","11",0,"3","0","0","0","0","0","0",1,"2","11",48,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","12"
"5739",7516,"5","0","0","0","0","1","0",29,"0","0","0","0","1","0","1",32,"0","0","0","0","1","0","1",4,2,"2","3",30,"3","0","0","0","0","0","0",2,"2","11",30,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","14"
"5740",7517,"1","0","1","0","0","0","0",37,"0","1","0","0","0","0","1",36,"0","1","0","0","0","0","1",3,3,"1","11",40,"3","0","0","0","0","0","0",3,"1","13",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","14"
"5741",7519,"3","0","0","0","0","0","0",23,"0","0","0","1","1","0","4",38,"0","0","0","0","1","0","1",4,3,"1","4",0,"3","0","0","0","0","0","0",1,"2","13",41.1275909577866,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","12"
"5742",7521,"7","0","1","0","0","0","0",16,"0","1","0","0","0","0","2",25.0015238095238,"0","1","0","0","0","0","4",4,0,"2","0",0,"1","1","1","1","0","1","1",2.70680926916221,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","2","4","6",1,"2","13"
"5743",7522,"7","0","1","0","0","0","0",23,"0","1","0","0","0","0","4",32,"0","1","0","0","0","0","1",2,2,"2","2",0,"2","0","0","0","0","0","0",2,"2","2",42,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","12"
"5744",7523,"10","0","0","1","0","0","0",27,"0","0","1","0","0","0","4",32.3226890116718,"0","0","1","0","0","0","4",3,1,"2","0",0,"1","0","0","0","0","0","0",1.82404761904762,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","99","99","4",1,"2","5"
"5745",7525,"4","0","1","0","0","0","0",32,"0","0","0","0","1","0","2",34,"0","1","0","0","0","0","1",4,9,"1","10",1,"3","0","0","0","0","0","0",9,"1","8",50,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","13"
"5746",7526,"1","0","1","0","0","0","0",38,"0","1","0","0","0","0","2",36,"0","1","0","0","0","0","1",4,0,"1","6",40,"2","0","0","0","0","0","0",2,"1","11",55,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","7",1,"1","14"
"5747",7528,"1","0","1","0","0","0","0",24,"0","1","0","0","0","0","4",29,"0","1","1","0","0","0","1",2,3,"2","2",0,"1","0","0","0","0","0","0",0,"2","2",45,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","11"
"5748",7529,"2","0","1","0","0","0","1",38,"0","0","0","0","0","1","2",43,"0","1","0","0","0","0","1",4,0,"1","7",20,"2","0","0","0","0","0","0",3,"1","4",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","13"
"5749",7530,"5","0","1","1","0","0","0",29,"0","1","0","0","0","0","4",31,"0","1","1","0","0","0","1",3,1,"2","7",0,"2","0","0","0","0","0","0",0,"2","9",60,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","12"
"5750",7531,"4","1","0","0","0","0","0",35,"1","0","0","0","0","0","1",32,"1","0","0","0","0","0","1",4,0,"2","11",37,"3","0","0","0","0","0","0",0,"2","13",45.6139730313546,"3","0","0","0","0","0","0","2","21","1","1","1","99","2","99","4",1,"1","13"
"5751",7533,"4","0","1","0","1","0","0",34,"0","1","0","0","0","0","4",33,"0","0","0","0","1","0","1",3,2,"1","11",0,"3","0","0","0","0","0","0",2,"1","13",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","12"
"5752",7534,"10","0","0","1","0","0","0",25,"0","0","1","0","0","0","4",26,"0","0","1","0","0","0","4",4,2,"2","8",0,"1","0","0","1","0","0","1",0,"2","8",60,"3","0","0","1","0","0","1","2","21","1","1","1","1","2","99","4",1,"1","11"
"5753",7535,"10","0","0","0","0","0","1",30,"0","0","0","0","0","1","4",28,"0","0","0","0","0","1","3",3,0,"2","2",0,"2","0","0","0","0","0","0",0,"2","0",0,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","6",1,"1","7"
"5754",7538,"8","0","0","1","0","0","0",22,"0","0","1","0","0","0","4",30.8931666666667,"0","0","1","0","0","0","4",4,15,"2","11",0,"1","0","0","1","0","0","0",5.48525,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","99","2","99","5",1,"2","5"
"5755",7539,"10","0","1","0","0","0","0",37,"0","0","0","0","1","0","4",34,"0","1","0","0","0","0","1",3,5.29733065953654,"1","8",0,"3","0","0","0","0","0","0",9,"1","10",42.4284416596196,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","13"
"5756",7540,"6","0","1","1","0","0","0",19,"0","1","1","0","0","0","4",27.9710822510822,"0","1","1","0","0","0","4",2,0,"2","8",0,"1","0","0","0","0","0","0",0.925575375604787,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","99","3",1,"2","7"
"5757",7541,"4","0","1","0","0","0","0",29,"0","1","0","0","0","0","4",29,"0","1","0","0","0","0","1",4,5,"1","2",0,"3","0","0","0","0","0","0",5,"1","1",49.2814191254053,"3","0","0","0","0","0","0","1","21","1","1","1","99","2","99","5",1,"1","12"
"5758",7544,"2","0","1","0","0","0","0",32,"0","1","0","0","0","0","2",31,"0","0","0","1","1","0","1",4,1,"1","10",0,"3","0","0","0","0","0","0",1,"1","13",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"5759",7545,"10","0","0","0","0","0","1",24,"0","0","0","0","0","1","4",27.8682142857143,"0","0","0","0","0","1","4",4,0,"2","2",0,"1","0","0","1","0","0","0",1.99666666666667,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","2","99","6",2,"2","7"
"5760",7546,"4","0","1","0","0","0","0",30,"0","1","0","0","0","0","4",24,"0","1","0","0","0","0","1",3,2,"2","7",0,"1","0","0","0","0","0","0",3,"2","1",45,"1","0","0","0","0","0","0","1","21","1","1","1","99","2","4","5",1,"1","13"
"5761",7548,"1","0","0","0","0","1","0",31,"0","1","0","0","0","0","2",37,"0","0","0","0","1","0","1",3,2,"1","11",8,"3","0","0","0","0","0","0",2,"1","8",45,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","12"
"5762",7550,"8","1","1","0","0","0","0",27,"0","1","0","0","0","0","4",31.8162316017316,"0","1","0","0","0","0","4",3,0,"2","0",0,"1","0","0","0","0","0","0",1.783,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","99","3",1,"2","5"
"5763",7551,"2","0","1","0","0","0","0",29,"0","1","0","0","0","0","1",32,"0","1","0","0","0","0","1",3,2,"1","3",40,"3","0","0","0","0","0","0",2,"1","1",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","14"
"5764",7552,"6","0","0","0","0","1","0",34,"0","0","0","0","1","0","4",39,"0","0","0","0","1","0","1",3,6,"2","2",0,"2","0","0","0","0","0","0",2,"2","0",50,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","11"
"5765",7553,"7","0","0","0","0","1","0",34,"0","1","0","0","0","0","2",39,"0","0","0","0","1","0","1",3,3,"2","0",0,"3","0","0","0","0","0","0",3,"1","1",40,"3","0","0","0","0","0","0","1","21","1","1","1","99","2","99","5",1,"1","12"
"5766",7556,"7","0","1","0","0","0","0",31,"0","1","0","0","0","0","4",37,"0","1","0","0","0","0","1",3,3,"2","3",0,"1","0","0","0","0","0","0",3,"2","1",50,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","13"
"5767",7557,"8","0","1","0","0","0","0",35,"0","1","0","0","0","0","4",39,"0","1","0","0","0","0","1",3,0,"2","7",0,"3","0","0","0","0","0","0",0,"2","10",65,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"5768",7559,"7","0","1","0","0","0","0",23,"0","1","0","0","0","0","4",29,"0","1","0","0","0","0","1",3,1,"2","9",16,"3","0","0","0","0","0","0",0,"2","4",40,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","13"
"5769",7560,"10","0","0","1","0","0","0",27,"0","0","1","0","0","0","4",28.9164515599343,"0","0","1","0","0","0","3",2,6,"2","1",0,"1","0","0","0","0","0","0",6.526,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","99","99","4",1,"2","6"
"5770",7561,"7","0","1","1","0","0","0",31,"0","1","0","0","0","0","4",28,"0","1","1","0","0","0","1",4,3,"1","1",24,"2","0","0","0","0","0","0",3,"1","10",48,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","99","6",1,"1","10"
"5771",7562,"2","0","1","0","0","0","0",26,"0","1","0","0","0","0","2",34,"0","1","0","0","0","0","1",3,1,"1","10",5,"1","0","0","0","0","0","0",1,"1","8",40,"1","0","0","0","0","0","0","2","21","1","1","1","99","2","4","4",1,"1","13"
"5772",7563,"7","0","1","0","0","0","0",35,"0","1","0","0","0","0","2",37,"0","1","0","0","0","0","1",3,2,"1","11",0,"2","0","0","0","0","0","0",2,"1","11",50,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"5773",7565,"5","0","1","1","0","0","0",33,"0","1","0","0","0","0","4",37,"0","1","1","0","0","0","1",3,2,"1","13",0,"3","0","0","0","0","0","0",2,"1","9",47.0421639513873,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"5774",7567,"2","0","1","0","0","0","0",32,"0","1","0","0","0","0","4",35,"0","0","0","0","1","0","1",4,2,"1","1",0,"3","0","0","0","0","0","0",2,"1","2",60,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","13"
"5775",7568,"5","0","1","0","0","0","0",23,"0","1","0","0","0","0","4",31.0689494949495,"0","1","0","0","0","0","1",4,21,"2","3",0,"3","0","0","1","0","0","0",3.30121428571429,"2","1",0,"3","0","0","0","0","0","0","2","31","1","1","1","1","2","4","7",1,"2","14"
"5776",7569,"3","0","1","0","0","0","0",32,"0","1","0","0","0","0","2",35,"0","1","0","0","0","0","1",3,2,"1","8",20,"3","0","0","0","0","0","0",2,"1","12",55,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","14"
"5777",7571,"2","0","1","0","0","0","0",35,"0","1","0","0","0","0","2",39,"0","1","0","0","0","0","1",3,4,"2","8",20,"3","0","0","0","0","0","0",6,"2","9",70,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"5778",7572,"8","0","1","1","0","0","0",37,"0","1","0","0","0","0","4",42,"0","1","1","0","0","0","1",3,0,"1","1",0,"2","0","0","0","0","0","0",1,"1","8",41,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","99","4",1,"1","12"
"5779",7573,"2","0","1","0","0","0","0",29,"0","1","0","0","0","0","4",37,"0","1","0","0","0","0","1",5,0,"1","10",0,"3","0","0","0","0","0","0",0,"1","8",56,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","12"
"5780",7574,"10","0","1","0","0","0","0",26,"0","1","0","0","0","0","4",30.9945037789891,"0","1","0","0","0","0","4",3,0,"2","0",0,"1","0","0","0","0","0","0",1.42248564840956,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","99","99","2",1,"2","5"
"5781",7575,"10","1","0","0","0","0","0",35,"1","0","0","0","0","0","4",38,"1","0","0","0","0","0","2",3,2,"2","0",0,"3","1","0","0","0","1","0",2,"2","4",0,"3","1","0","0","0","1","0","1","21","1","1","1","1","2","4","10",1,"1","7"
"5782",7576,"3","0","0","0","0","1","0",38,"0","0","0","0","1","0","4",37.3113636363636,"0","1","0","0","0","0","4",4,5,"1","9",0,"3","0","0","0","0","0","0",4.78691125541126,"1","9",0,"3","0","0","0","0","0","0","1","31","1","1","1","1","2","4","2",1,"2","5"
"5783",7578,"3","0","1","0","0","0","0",36,"0","1","0","0","0","0","4",46,"0","1","0","0","0","0","1",5,0,"1","9",0,"2","0","0","0","0","0","0",1,"1","6",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","8",1,"1","14"
"5784",7579,"10","0","1","0","0","0","1",27,"0","0","0","0","0","1","1",25,"0","0","0","0","0","1","1",2,3,"2","2",30.3025555555556,"3","0","0","0","0","0","0",5,"2","8",40,"3","0","0","0","0","0","0","2","21","1","0","1","1","2","99","3",1,"1","12"
"5785",7580,"4","0","1","0","0","0","0",35,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",3,2,"1","11",0,"3","0","0","0","0","0","0",2,"1","11",50,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"5786",7581,"8","1","0","0","0","0","0",32,"1","0","0","0","0","0","4",35,"1","0","0","0","0","0","1",2,2,"2","11",0,"3","0","0","0","0","0","0",2,"2","11",40.2915733819844,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","10"
"5787",7582,"6","1","0","0","0","0","0",29,"1","0","1","0","0","0","4",35,"1","0","0","0","0","0","1",2,1,"2","4",0,"3","0","0","0","0","0","0",1,"2","11",50,"3","0","0","0","0","0","0","1","21","1","0","1","1","2","4","4",1,"1","13"
"5788",7583,"4","0","1","1","0","0","0",24,"0","1","0","0","0","0","4",26,"0","0","1","0","0","0","1",3,1,"2","7",0,"2","0","0","0","0","0","0",0,"2","0",40,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","11"
"5789",7584,"8","0","1","0","0","0","0",31,"0","1","0","0","0","0","4",35.9419817927171,"0","1","0","0","0","0","4",3,10,"2","0",0,"1","0","0","0","0","0","0",4.36,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","99","3",1,"2","5"
"5790",7585,"6","0","1","0","0","0","0",30,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",3,4,"1","12",0,"3","0","0","0","0","0","0",4,"1","11",50,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","13"
"5791",7586,"9","0","0","0","0","0","0",23,"0","0","0","0","0","0","3",25,"0","0","0","0","0","1","1",6,0,"2","2",0,"1","0","0","0","1","0","1",0,"2","0",46,"1","0","0","0","1","0","1","2","21","1","1","1","99","2","4","9",1,"1","14"
"5792",7587,"10","0","1","0","0","0","0",31,"0","1","0","0","0","0","1",32,"0","1","0","0","0","0","1",3,3.31444257703081,"1","0",30,"2","0","0","0","0","0","0",4.41136614289798,"1","0",40,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","99","3",1,"1","13"
"5793",7588,"2","0","1","0","0","0","0",34,"0","1","0","0","0","0","4",38,"0","1","0","0","0","0","1",4,2,"1","11",0,"3","0","0","0","0","0","0",2,"1","12",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"5794",7589,"3","0","1","1","0","0","0",33,"0","1","1","0","0","0","4",25,"0","1","0","0","0","0","1",3,0,"2","0",0,"1","0","0","0","0","0","0",0,"2","5",50,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","99","3",1,"1","12"
"5795",7591,"6","0","0","0","0","1","0",36,"0","0","0","0","1","0","1",32,"0","0","0","0","1","0","2",2,5,"2","11",12,"3","0","0","0","0","0","0",3.88474593495935,"1","10",20,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","9"
"5796",7593,"9","0","1","1","0","0","0",30,"0","1","0","0","0","0","4",27,"0","0","1","0","0","0","3",4,0,"1","4",0,"3","0","0","0","0","0","0",1.80952631578947,"1","1",0,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","7"
"5797",7594,"8","0","0","1","0","0","0",23,"0","0","1","0","0","0","4",25,"0","1","1","0","0","0","1",3,0,"2","1",0,"2","1","0","0","0","0","1",0,"2","1",40,"2","1","0","0","0","0","1","1","21","1","1","1","1","99","99","7",1,"1","10"
"5798",7596,"9","0","1","0","0","0","0",32,"0","1","0","0","0","0","4",32,"0","1","0","0","0","0","1",2,0,"2","8",0,"3","0","0","0","0","0","0",0,"2","3",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"5799",7597,"9","0","0","0","0","0","1",21,"0","0","0","0","0","1","1",31.9414444444444,"0","0","0","0","0","1","3",3,6,"2","1",40,"1","0","0","0","0","0","1",4.72083333333333,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","99","9",1,"2","14"
"5800",7598,"2","0","1","0","0","0","0",39,"0","1","0","0","0","0","4",41,"0","1","0","0","0","0","1",3,4,"1","10",0,"3","0","0","0","0","0","0",2,"1","6",42.625495480546,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","6",1,"1","14"
"5801",7599,"5","0","1","0","0","0","0",21,"0","1","0","0","0","0","2",24,"0","1","0","0","0","0","4",3,1,"2","0",10,"3","0","0","0","0","0","0",1.49782284382284,"2","0",0,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","99","3",1,"1","7"
"5802",7600,"4","0","1","0","0","0","0",30,"0","1","0","0","0","0","2",34,"0","1","0","0","0","0","1",3.12209523809524,0,"2","1",25,"1","0","0","0","0","0","0",0,"2","1",44,"1","0","0","0","0","0","0","2","21","1","1","1","99","99","99","3",1,"1","10"
"5803",7601,"4","0","1","0","0","0","0",28,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",2,6,"1","2",0,"3","0","0","0","0","0","0",10,"1","2",50,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"5804",7603,"5","0","1","0","0","0","0",35,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",3,2,"1","11",0,"3","0","0","0","0","0","0",2,"1","11",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"5805",7604,"4","1","0","0","0","0","0",31,"1","0","0","0","0","0","4",34,"1","0","0","0","0","0","1",2,0,"2","11",0,"3","0","0","0","0","0","0",2,"2","13",42,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","10"
"5806",7605,"1","0","1","0","0","0","0",38,"0","1","0","0","0","0","2",43,"0","1","0","0","0","0","1",3,10,"1","11",4,"2","0","0","0","0","0","0",7,"1","8",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","6",1,"1","14"
"5807",7606,"6","0","1","0","0","0","0",28,"0","1","0","0","0","0","2",34,"0","1","0","0","0","0","1",2,0,"2","11",22,"2","0","0","0","0","0","0",1,"2","4",70,"1","0","0","0","0","0","0","2","21","1","1","1","99","2","4","4",1,"1","12"
"5808",7607,"7","0","1","0","0","0","0",38,"0","1","0","0","0","0","4",34,"0","1","0","0","0","0","1",5,12,"1","2",0,"3","0","0","0","0","0","0",10,"1","2",40,"3","0","0","0","0","0","0","2","23","1","1","1","99","2","99","8",1,"1","12"
"5809",7609,"1","1","1","0","0","0","0",30,"1","1","0","0","0","0","2",31,"0","1","0","0","0","0","1",5,2,"1","11",0,"3","0","0","0","0","0","0",2.49638575755505,"1","14",44.6989684210814,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","14"
"5810",7613,"6","0","1","0","0","0","0",19,"0","1","0","0","0","0","2",23,"0","1","0","0","0","0","1",3,3,"2","0",0,"3","0","0","0","0","0","0",3,"2","0",53,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","12"
"5811",7615,"10","0","1","1","0","0","1",29,"0","0","1","0","0","0","1",25,"0","1","1","0","0","1","1",2.86833333333333,1,"2","0",0,"3","0","0","0","0","0","0",0,"2","0",40,"1","0","0","0","0","0","0","1","21","1","1","1","1","99","99","5",1,"1","11"
"5812",7617,"4","0","1","0","0","0","0",26,"0","1","0","0","0","0","2",35,"0","1","0","0","0","0","1",4,0,"2","11",6,"3","0","0","0","0","0","0",0,"2","3",62,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","12"
"5813",7618,"2","0","1","0","0","0","0",29,"0","1","0","0","0","0","2",37,"0","1","0","0","0","0","1",3,6,"2","11",8,"3","0","0","0","0","0","0",6,"2","14",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"5814",7619,"10","0","0","0","0","0","1",30,"0","0","0","0","0","1","3",29,"0","0","0","0","0","1","1",2,2,"2","9",0,"3","0","0","0","0","0","0",2,"2","10",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","99","4",1,"1","10"
"5815",7620,"8","0","1","0","0","0","0",29,"0","1","0","0","0","0","2",31,"0","1","0","0","0","0","1",3,4,"2","10",10,"2","0","0","0","0","0","0",2,"2","0",50,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","12"
"5816",7624,"8","0","1","0","0","0","0",38,"0","1","0","0","0","0","4",34,"0","1","0","0","0","0","1",5,4,"1","4",0,"3","0","0","0","0","0","1",4,"1","9",40,"2","0","0","0","0","0","1","1","21","1","1","1","1","2","4","5",1,"1","13"
"5817",7625,"7","0","0","0","0","1","0",29,"0","1","0","0","0","0","4",31,"0","0","0","0","1","0","1",3,1,"1","4",0,"2","0","0","0","0","0","0",3,"1","11",40,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","13"
"5818",7627,"6","0","0","1","0","0","1",28,"0","1","1","0","0","1","4",44,"0","0","0","0","0","1","1",3,0,"2","9",0,"2","0","0","0","0","0","0",0,"2","4",65,"3","0","0","0","0","0","0","2","21","1","1","1","1","99","99","7",1,"1","12"
"5819",7628,"4","0","1","0","0","0","0",41,"0","1","1","0","0","0","2",41,"0","0","1","0","1","0","1",3,0,"2","2",0,"1","0","0","0","0","1","0",0,"2","1",50,"1","0","0","0","0","1","0","1","21","1","1","1","1","2","4","5",1,"1","13"
"5820",7629,"4","0","0","0","0","0","0",24,"0","1","0","0","0","0","4",26,"0","1","0","0","0","0","1",3,0,"2","1",0,"2","0","0","0","0","0","0",0,"2","3",47.4859124200075,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","11"
"5821",7630,"8","0","0","0","0","1","0",26,"0","0","0","0","1","0","3",34,"0","0","0","0","1","0","1",3,3,"2","11",8,"2","0","0","0","0","0","0",1,"2","11",45,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","12"
"5822",7632,"5","0","0","0","0","1","0",34,"0","1","0","0","0","0","4",36,"0","0","0","0","1","0","1",3,5.67860342022138,"1","8",0,"3","0","0","0","0","0","0",7,"1","9",42,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"5823",7634,"9","0","1","0","0","0","0",35,"0","1","0","0","0","0","4",35,"0","1","0","0","0","0","1",3,4,"1","11",0,"3","0","0","0","0","0","0",4,"1","10",50,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","14"
"5824",7635,"4","1","0","0","0","0","0",26,"1","0","0","0","0","0","4",38,"1","0","0","0","0","0","4",5,4,"1","7",0,"3","0","0","0","0","1","0",2,"2","10",0,"3","0","0","0","0","1","0","1","21","1","1","1","1","2","4","5",1,"1","5"
"5825",7636,"9","1","1","0","0","0","0",27,"1","1","0","0","0","0","2",30,"1","1","0","0","0","0","1",4,0,"2","0",0,"3","1","0","0","0","0","0",0,"1","1",40,"3","1","0","0","0","0","0","2","21","1","1","1","1","2","4","7",1,"1","12"
"5826",7637,"10","0","0","1","0","0","0",28,"0","1","1","0","0","0","2",43,"0","0","1","0","0","0","4",3,0,"2","1",15,"2","0","0","0","0","0","0",5,"2","0",10,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","6",1,"1","9"
"5827",7638,"7","0","0","0","0","1","0",38,"0","0","0","0","1","0","4",40,"0","0","0","0","1","0","1",3,5,"1","1",0,"2","0","0","0","0","0","0",0,"1","8",48,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","13"
"5828",7639,"7","0","1","0","0","0","0",28,"0","1","0","0","0","0","4",32,"0","1","0","0","0","0","1",3,5,"1","2",0,"3","0","0","0","0","0","0",5,"1","2",60,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","99","4",1,"1","12"
"5829",7640,"9","0","0","1","0","0","0",28,"0","0","1","0","0","0","4",29.5227199582027,"0","0","1","0","0","0","4",3,0,"2","1",0,"1","0","0","0","0","0","0",1.21983333333333,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","2","99","5",1,"2","6"
"5830",7641,"3","1","1","1","0","0","0",31,"1","0","0","0","0","0","2",35,"0","1","0","0","0","0","1",3,4,"2","4",12.0732857142857,"3","0","0","0","0","0","0",2,"2","1",40,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","13"
"5831",7642,"8","0","1","0","0","0","0",28,"0","1","0","0","0","0","2",28,"0","1","0","0","0","0","1",4,3,"1","3",20,"3","0","0","0","0","0","0",3,"1","8",45,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","13"
"5832",7644,"3","0","0","0","0","1","0",37,"0","0","0","0","1","0","1",35,"0","0","0","0","1","0","1",3,2,"1","10",50,"2","0","0","0","0","0","0",3,"1","8",50,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","14"
