description,industry,level,size,linecode,value
Meeting regulatory requirements for product standards and product safety regulation - don't know,Financial & insurance services,1,total,LC1005_04,54
Meeting regulatory requirements for product standards and product safety regulation- not applicable,Financial & insurance services,1,total,LC1005_05,177
Meeting regulatory requirements for border regulation - greater flexibility,Financial & insurance services,1,total,LC1006_01,9
Meeting regulatory requirements for border regulation- neutral,Financial & insurance services,1,total,LC1006_02,144
Meeting regulatory requirements for border regulation - greater certainty,Financial & insurance services,1,total,LC1006_03,21
Meeting regulatory requirements for border regulation - don't know,Financial & insurance services,1,total,LC1006_04,54
Meeting regulatory requirements for border regulation- not applicable,Financial & insurance services,1,total,LC1006_05,309
Meeting regulatory requirements for other industry specific regulation - greater flexibility,Financial & insurance services,1,total,LC1007_01,99
Meeting regulatory requirements for other industry specific regulation- neutral,Financial & insurance services,1,total,LC1007_02,171
Meeting regulatory requirements for other industry specific regulation - greater certainty,Financial & insurance services,1,total,LC1007_03,123
Meeting regulatory requirements for other industry specific regulation- don't know,Financial & insurance services,1,total,LC1007_04,57
Meeting regulatory requirements for other industry specific regulation- not applicable,Financial & insurance services,1,total,LC1007_05,84
Reason for using external source for advice on regulation compliance: requirement by regulation,Financial & insurance services,1,total,LC1101,156
Reason for using external source for advice on regulation compliance: more cost effective,Financial & insurance services,1,total,LC1102,90
Reason for using external source for advice on regulation compliance: faster,Financial & insurance services,1,total,LC1103,93
Reason for using external source for advice on regulation compliance: no internal resource available,Financial & insurance services,1,total,LC1104,177
Reason for using external source for advice on regulation compliance: unreliable or inconsistent advice from other sources,Financial & insurance services,1,total,LC1105,54
Reason for using external source for advice on regulation compliance: lack of clarity around legal requirements,Financial & insurance services,1,total,LC1106,201
Reason for using external source for advice on regulation compliance: need for assurance,Financial & insurance services,1,total,LC1107,258
Reason for using external source for advice on regulation compliance: independent advice need for compliance,Financial & insurance services,1,total,LC1108,237
Reason for using external source for advice on regulation compliance: concern about penalties for non-compliance,Financial & insurance services,1,total,LC1109,153
Reason for using external source for advice on regulation compliance: other,Financial & insurance services,1,total,LC1110,9
Reason for using external source for advice on regulation compliance: no external source(s) was used,Financial & insurance services,1,total,LC1111,108
Planning/regulatory process applied for consent or approval: Resource Management Act,Financial & insurance services,1,total,LC1201,39
Planning/regulatory process applied for consent or approval: Building Act,Financial & insurance services,1,total,LC1202,39
Planning/regulatory process applied for consent or approval: Conservation Act,Financial & insurance services,1,total,LC1203,3
Planning/regulatory process applied for consent or approval: none of these,Financial & insurance services,1,total,LC1204,429
Planning/regulatory process applied for consent or approval: don't know,Financial & insurance services,1,total,LC1205,51
Effect of regulation on business performance: a significant negative impact,Financial & insurance services,1,total,LC1300_01,54
Effect of regulation on business performance: a moderate negative impact,Financial & insurance services,1,total,LC1300_02,183
Effect of regulation on business performance: no impact,Financial & insurance services,1,total,LC1300_03,177
Effect of regulation on business performance: a moderate positive impact,Financial & insurance services,1,total,LC1300_04,51
Effect of regulation on business performance: a significant positive impact,Financial & insurance services,1,total,LC1300_05,12
Effect of regulation on business performance: don't know,Financial & insurance services,1,total,LC1300_06,57
Business regulatory compliance costs: decreased significantly,Financial & insurance services,1,total,LC1400_01,0
Business regulatory compliance costs: decreased moderately,Financial & insurance services,1,total,LC1400_02,9
Business regulatory compliance costs: stayed the same,Financial & insurance services,1,total,LC1400_03,162
Business regulatory compliance costs: increased moderately,Financial & insurance services,1,total,LC1400_04,210
Business regulatory compliance costs: increased significantly,Financial & insurance services,1,total,LC1400_05,114
Business regulatory compliance costs: don't know,Financial & insurance services,1,total,LC1400_06,42
Reason for increase in compliance costs: introduction of new regulation,Financial & insurance services,1,total,LC1501,204
Reason for increase in compliance costs: increased complexity of existing regulation,Financial & insurance services,1,total,LC1502,186
Reason for increase in compliance costs: improved compliance with regulation,Financial & insurance services,1,total,LC1503,135
Reason for increase in compliance costs: expansion of business operations,Financial & insurance services,1,total,LC1504,66
Reason for increase in compliance costs: other,Financial & insurance services,1,total,LC1505,30
Reason for increase in compliance costs: don't know,Financial & insurance services,1,total,LC1506,18
Business spent significant time and resource on supplier factors,Finance,2,total,LC0301,57
Business spent significant time and resource on labour factors,Finance,2,total,LC0302,99
Business spent significant time and resource on technological / equipment factors,Finance,2,total,LC0303,78
Business spent significant time and resource on financing factors,Finance,2,total,LC0304,75
Business spent significant time and resource on customer related factors,Finance,2,total,LC0305,111
Business spent significant time and resource on competition factors,Finance,2,total,LC0306,24
Business spent significant time and resource on regulatory factors,Finance,2,total,LC0307,126
Business spent significant time and resource on infrastructure factors,Finance,2,total,LC0308,33
Business spent significant time and resource on none of the above,Finance,2,total,LC0309,27
"Business responded to regulation: introduced new products, processes or services",Finance,2,total,LC0401,57
"Business responded to regulation: improved existing products, processes or services",Finance,2,total,LC0402,99
"Business responded to regulation: changed materials, equipment or work practices",Finance,2,total,LC0403,66
Business responded to regulation: increased the use of outsourced services,Finance,2,total,LC0404,42
Business responded to regulation: raised the skill level or employees,Finance,2,total,LC0405,114
Business responded to regulation: none of the above,Finance,2,total,LC0406,54
Business effects from regulation: increased customer confidence,Finance,2,total,LC0501,39
Business effects from regulation: increased efficiency in running the business,Finance,2,total,LC0502,21
Business effects from regulation: increased employee productivity,Finance,2,total,LC0503,15
Business effects from regulation: provided new market opportunities,Finance,2,total,LC0504,15
Business effects from regulation: created a level playing field in this business's industry,Finance,2,total,LC0505,24
Business effects from regulation: increased competition,Finance,2,total,LC0506,30
Business effects from regulation: none of the above,Finance,2,total,LC0507,123
Business performance from employment regulation - constrained,Finance,2,total,LC0601_01,24
Business performance from employment regulation - neither constrained nor enhanced,Finance,2,total,LC0601_02,132
Business performance from employment regulation - enhanced,Finance,2,total,LC0601_03,12
Business performance from employment regulation - don't know,Finance,2,total,LC0601_04,15
Business performance from employment regulation - not applicable,Finance,2,total,LC0601_05,18
Business performance from workplace safety - constrained,Finance,2,total,LC0602_01,30
Business performance from workplace safety - neither constrained nor enhanced,Finance,2,total,LC0602_02,120
Business performance from workplace safety - enhanced,Finance,2,total,LC0602_03,30
Business performance from workplace safety - don't know,Finance,2,total,LC0602_04,12
Business performance from workplace safety- not applicable,Finance,2,total,LC0602_05,9
Business performance from environmental regulation - constrained,Finance,2,total,LC0603_01,12
Business performance from environmental regulation - neither constrained nor enhanced,Finance,2,total,LC0603_02,117
Business performance from environmental regulation - enhanced,Finance,2,total,LC0603_03,6
Business performance from environmental regulation - don't know,Finance,2,total,LC0603_04,24
Business performance from environmental regulation- not applicable,Finance,2,total,LC0603_05,45
Business performance from business and trade laws - constrained,Finance,2,total,LC0604_01,39
Business performance from business and trade laws - neither constrained nor enhanced,Finance,2,total,LC0604_02,108
Business performance from business and trade laws - enhanced,Finance,2,total,LC0604_03,18
Business performance from business and trade laws - don't know,Finance,2,total,LC0604_04,18
Business performance from business and trade laws- not applicable,Finance,2,total,LC0604_05,24
Business performance from product standards and product safety regulation - constrained,Finance,2,total,LC0605_01,15
Business performance from product standards and product safety regulation - neither constrained nor enhanced,Finance,2,total,LC0605_02,90
Business performance from product standards and product safety regulation - enhanced,Finance,2,total,LC0605_03,9
Business performance from product standards and product safety regulation - don't know,Finance,2,total,LC0605_04,21
Business performance from product standards and product safety regulation- not applicable,Finance,2,total,LC0605_05,69
Business performance from border regulation - constrained,Finance,2,total,LC0606_01,3
Business performance from border regulation - neither constrained nor enhanced,Finance,2,total,LC0606_02,72
Business performance from border regulation - enhanced,Finance,2,total,LC0606_03,0
Business performance from border regulation - don't know,Finance,2,total,LC0606_04,21
Business performance from border regulation- not applicable,Finance,2,total,LC0606_05,105
Business performance from other industry specific regulation - constrained,Finance,2,total,LC0607_01,51
Business performance from other industry specific regulation - neither constrained nor enhanced,Finance,2,total,LC0607_02,63
Business performance from other industry specific regulation - enhanced,Finance,2,total,LC0607_03,9
Business performance from other industry specific regulation - don't know,Finance,2,total,LC0607_04,30
Business performance from other industry specific regulation- not applicable,Finance,2,total,LC0607_05,48
Regulation on business' ability to innovate - constrained,Finance,2,total,LC0701_01,39
Regulation on business' ability to innovate - neither constrained nor enhanced,Finance,2,total,LC0701_02,108
Regulation on business' ability to innovate - enhanced,Finance,2,total,LC0701_03,6
Regulation on business' ability to innovate - don't know,Finance,2,total,LC0701_04,9
Regulation on business' ability to innovate - not applicable,Finance,2,total,LC0701_05,42
Regulation on business' ability to export - constrained,Finance,2,total,LC0702_01,0
Regulation on business' ability to export - neither constrained nor enhanced,Finance,2,total,LC0702_02,42
Regulation on business' ability to export - enhanced,Finance,2,total,LC0702_03,3
Regulation on business' ability to export - don't know,Finance,2,total,LC0702_04,9
Regulation on business' ability to export - not applicable,Finance,2,total,LC0702_05,147
Regulatory requirements: business spent significant time and resource finding out about what is required,Finance,2,total,LC0801,108
Regulatory requirements: business spent significant time and resource adjusting the business to regulatory changes,Finance,2,total,LC0802,114
Regulatory requirements: business spent significant time and resource providing the required information to government,Finance,2,total,LC0803,96
Regulatory requirements: business spent significant time and resource applying for consents and approvals,Finance,2,total,LC0804,48
Regulatory requirements: business spent significant time and resource on dispute resolution process,Finance,2,total,LC0805,30
"Regulatory requirements: business spent significant time and resource complying with monitoring, audits, and inspections",Finance,2,total,LC0806,129
Regulatory requirements: business spent significant time and resource on none of the above,Finance,2,total,LC0807,39
Business spent significant time and resource on employment regulation,Finance,2,total,LC0901,51
Business spent significant time and resource on workplace safety,Finance,2,total,LC0902,96
Business spent significant time and resource on environmental regulation,Finance,2,total,LC0903,15
Business spent significant time and resource on business and trade laws,Finance,2,total,LC0904,81
Business spent significant time and resource on product standards and product safety regulation,Finance,2,total,LC0905,30
Business spent significant time and resource on border regulation,Finance,2,total,LC0906,6
Business spent significant time and resource on other industry specific regulation,Finance,2,total,LC0907,81
Business spent significant time and resource on none of the above,Finance,2,total,LC0908,45
Meeting regulatory requirements for employment regulation - greater flexibility,Finance,2,total,LC1001_01,39
Meeting regulatory requirements for employment regulation- neutral,Finance,2,total,LC1001_02,108
Meeting regulatory requirements for employment regulation - greater certainty,Finance,2,total,LC1001_03,24
Meeting regulatory requirements for employment regulation - don't know,Finance,2,total,LC1001_04,18
Meeting regulatory requirements for employment regulation - not applicable,Finance,2,total,LC1001_05,15
Meeting regulatory requirements for workplace safety - greater flexibility,Finance,2,total,LC1002_01,42
Meeting regulatory requirements for workplace safety- neutral,Finance,2,total,LC1002_02,96
Meeting regulatory requirements for workplace safety - greater certainty,Finance,2,total,LC1002_03,33
Meeting regulatory requirements for workplace safety - don't know,Finance,2,total,LC1002_04,18
Meeting regulatory requirements for workplace safety- not applicable,Finance,2,total,LC1002_05,15
Meeting regulatory requirements for environmental regulation - greater flexibility,Finance,2,total,LC1003_01,12
Meeting regulatory requirements for environmental regulation- neutral,Finance,2,total,LC1003_02,99
Meeting regulatory requirements for environmental regulation - greater certainty,Finance,2,total,LC1003_03,18
Meeting regulatory requirements for environmental regulation - don't know,Finance,2,total,LC1003_04,18
Meeting regulatory requirements for environmental regulation- not applicable,Finance,2,total,LC1003_05,57
Meeting regulatory requirements for business and trade laws - greater flexibility,Finance,2,total,LC1004_01,39
Meeting regulatory requirements for business and trade laws- neutral,Finance,2,total,LC1004_02,84
Meeting regulatory requirements for business and trade laws - greater certainty,Finance,2,total,LC1004_03,42
Meeting regulatory requirements for business and trade laws - don't know,Finance,2,total,LC1004_04,18
Meeting regulatory requirements for business and trade laws- not applicable,Finance,2,total,LC1004_05,21
Meeting regulatory requirements for product standards and product safety regulation - greater flexibility,Finance,2,total,LC1005_01,21
Meeting regulatory requirements for product standards and product safety regulation- neutral,Finance,2,total,LC1005_02,81
Meeting regulatory requirements for product standards and product safety regulation - greater certainty,Finance,2,total,LC1005_03,15
Meeting regulatory requirements for product standards and product safety regulation - don't know,Finance,2,total,LC1005_04,21
Meeting regulatory requirements for product standards and product safety regulation- not applicable,Finance,2,total,LC1005_05,66
Meeting regulatory requirements for border regulation - greater flexibility,Finance,2,total,LC1006_01,6
Meeting regulatory requirements for border regulation- neutral,Finance,2,total,LC1006_02,54
Meeting regulatory requirements for border regulation - greater certainty,Finance,2,total,LC1006_03,6
Meeting regulatory requirements for border regulation - don't know,Finance,2,total,LC1006_04,21
Meeting regulatory requirements for border regulation- not applicable,Finance,2,total,LC1006_05,117
Meeting regulatory requirements for other industry specific regulation - greater flexibility,Finance,2,total,LC1007_01,36
Meeting regulatory requirements for other industry specific regulation- neutral,Finance,2,total,LC1007_02,60
Meeting regulatory requirements for other industry specific regulation - greater certainty,Finance,2,total,LC1007_03,39
Meeting regulatory requirements for other industry specific regulation- don't know,Finance,2,total,LC1007_04,30
Meeting regulatory requirements for other industry specific regulation- not applicable,Finance,2,total,LC1007_05,42
Reason for using external source for advice on regulation compliance: requirement by regulation,Finance,2,total,LC1101,63
Reason for using external source for advice on regulation compliance: more cost effective,Finance,2,total,LC1102,27
Reason for using external source for advice on regulation compliance: faster,Finance,2,total,LC1103,36
Reason for using external source for advice on regulation compliance: no internal resource available,Finance,2,total,LC1104,78
Reason for using external source for advice on regulation compliance: unreliable or inconsistent advice from other sources,Finance,2,total,LC1105,18
Reason for using external source for advice on regulation compliance: lack of clarity around legal requirements,Finance,2,total,LC1106,72
Reason for using external source for advice on regulation compliance: need for assurance,Finance,2,total,LC1107,99
Reason for using external source for advice on regulation compliance: independent advice need for compliance,Finance,2,total,LC1108,84
Reason for using external source for advice on regulation compliance: concern about penalties for non-compliance,Finance,2,total,LC1109,57
Reason for using external source for advice on regulation compliance: other,Finance,2,total,LC1110,6
Reason for using external source for advice on regulation compliance: no external source(s) was used,Finance,2,total,LC1111,51
Planning/regulatory process applied for consent or approval: Resource Management Act,Finance,2,total,LC1201,18
Planning/regulatory process applied for consent or approval: Building Act,Finance,2,total,LC1202,27
Planning/regulatory process applied for consent or approval: Conservation Act,Finance,2,total,LC1203,3
Planning/regulatory process applied for consent or approval: none of these,Finance,2,total,LC1204,153
Planning/regulatory process applied for consent or approval: don't know,Finance,2,total,LC1205,18
Effect of regulation on business performance: a significant negative impact,Finance,2,total,LC1300_01,24
Effect of regulation on business performance: a moderate negative impact,Finance,2,total,LC1300_02,69
Effect of regulation on business performance: no impact,Finance,2,total,LC1300_03,72
Effect of regulation on business performance: a moderate positive impact,Finance,2,total,LC1300_04,15
Effect of regulation on business performance: a significant positive impact,Finance,2,total,LC1300_05,3
Effect of regulation on business performance: don't know,Finance,2,total,LC1300_06,21
Business regulatory compliance costs: decreased significantly,Finance,2,total,LC1400_01,3
Business regulatory compliance costs: decreased moderately,Finance,2,total,LC1400_02,3
Business regulatory compliance costs: stayed the same,Finance,2,total,LC1400_03,63
Business regulatory compliance costs: increased moderately,Finance,2,total,LC1400_04,69
Business regulatory compliance costs: increased significantly,Finance,2,total,LC1400_05,45
Business regulatory compliance costs: don't know,Finance,2,total,LC1400_06,21
Reason for increase in compliance costs: introduction of new regulation,Finance,2,total,LC1501,75
Reason for increase in compliance costs: increased complexity of existing regulation,Finance,2,total,LC1502,69
Reason for increase in compliance costs: improved compliance with regulation,Finance,2,total,LC1503,45
Reason for increase in compliance costs: expansion of business operations,Finance,2,total,LC1504,24
Reason for increase in compliance costs: other,Finance,2,total,LC1505,9
Reason for increase in compliance costs: don't know,Finance,2,total,LC1506,3
Business spent significant time and resource on supplier factors,Insurance,2,total,LC0301,15
Business spent significant time and resource on labour factors,Insurance,2,total,LC0302,18
Business spent significant time and resource on technological / equipment factors,Insurance,2,total,LC0303,21
Business spent significant time and resource on financing factors,Insurance,2,total,LC0304,3
Business spent significant time and resource on customer related factors,Insurance,2,total,LC0305,24
Business spent significant time and resource on competition factors,Insurance,2,total,LC0306,6
Business spent significant time and resource on regulatory factors,Insurance,2,total,LC0307,24
Business spent significant time and resource on infrastructure factors,Insurance,2,total,LC0308,3
Business spent significant time and resource on none of the above,Insurance,2,total,LC0309,3
"Business responded to regulation: introduced new products, processes or services",Insurance,2,total,LC0401,12
"Business responded to regulation: improved existing products, processes or services",Insurance,2,total,LC0402,21
"Business responded to regulation: changed materials, equipment or work practices",Insurance,2,total,LC0403,6
Business responded to regulation: increased the use of outsourced services,Insurance,2,total,LC0404,9
Business responded to regulation: raised the skill level or employees,Insurance,2,total,LC0405,18
Business responded to regulation: none of the above,Insurance,2,total,LC0406,6
Business effects from regulation: increased customer confidence,Insurance,2,total,LC0501,9
Business effects from regulation: increased efficiency in running the business,Insurance,2,total,LC0502,3
Business effects from regulation: increased employee productivity,Insurance,2,total,LC0503,3
Business effects from regulation: provided new market opportunities,Insurance,2,total,LC0504,3
Business effects from regulation: created a level playing field in this business's industry,Insurance,2,total,LC0505,6
Business effects from regulation: increased competition,Insurance,2,total,LC0506,3
Business effects from regulation: none of the above,Insurance,2,total,LC0507,21
Business performance from employment regulation - constrained,Insurance,2,total,LC0601_01,3
Business performance from employment regulation - neither constrained nor enhanced,Insurance,2,total,LC0601_02,27
Business performance from employment regulation - enhanced,Insurance,2,total,LC0601_03,3
Business performance from employment regulation - don't know,Insurance,2,total,LC0601_04,3
Business performance from employment regulation - not applicable,Insurance,2,total,LC0601_05,0
Business performance from workplace safety - constrained,Insurance,2,total,LC0602_01,3
Business performance from workplace safety - neither constrained nor enhanced,Insurance,2,total,LC0602_02,21
Business performance from workplace safety - enhanced,Insurance,2,total,LC0602_03,9
Business performance from workplace safety - don't know,Insurance,2,total,LC0602_04,3
Business performance from workplace safety- not applicable,Insurance,2,total,LC0602_05,0
Business performance from environmental regulation - constrained,Insurance,2,total,LC0603_01,0
Business performance from environmental regulation - neither constrained nor enhanced,Insurance,2,total,LC0603_02,15
Business performance from environmental regulation - enhanced,Insurance,2,total,LC0603_03,0
Business performance from environmental regulation - don't know,Insurance,2,total,LC0603_04,6
Business performance from environmental regulation- not applicable,Insurance,2,total,LC0603_05,12
Business performance from business and trade laws - constrained,Insurance,2,total,LC0604_01,3
Business performance from business and trade laws - neither constrained nor enhanced,Insurance,2,total,LC0604_02,24
Business performance from business and trade laws - enhanced,Insurance,2,total,LC0604_03,3
Business performance from business and trade laws - don't know,Insurance,2,total,LC0604_04,3
Business performance from business and trade laws- not applicable,Insurance,2,total,LC0604_05,3
Business performance from product standards and product safety regulation - constrained,Insurance,2,total,LC0605_01,0
Business performance from product standards and product safety regulation - neither constrained nor enhanced,Insurance,2,total,LC0605_02,18
Business performance from product standards and product safety regulation - enhanced,Insurance,2,total,LC0605_03,3
Business performance from product standards and product safety regulation - don't know,Insurance,2,total,LC0605_04,3
Business performance from product standards and product safety regulation- not applicable,Insurance,2,total,LC0605_05,12
Business performance from border regulation - constrained,Insurance,2,total,LC0606_01,3
Business performance from border regulation - neither constrained nor enhanced,Insurance,2,total,LC0606_02,9
Business performance from border regulation - enhanced,Insurance,2,total,LC0606_03,0
Business performance from border regulation - don't know,Insurance,2,total,LC0606_04,3
Business performance from border regulation- not applicable,Insurance,2,total,LC0606_05,21
Business performance from other industry specific regulation - constrained,Insurance,2,total,LC0607_01,6
Business performance from other industry specific regulation - neither constrained nor enhanced,Insurance,2,total,LC0607_02,24
Business performance from other industry specific regulation - enhanced,Insurance,2,total,LC0607_03,3
Business performance from other industry specific regulation - don't know,Insurance,2,total,LC0607_04,3
Business performance from other industry specific regulation- not applicable,Insurance,2,total,LC0607_05,3
Regulation on business' ability to innovate - constrained,Insurance,2,total,LC0701_01,3
Regulation on business' ability to innovate - neither constrained nor enhanced,Insurance,2,total,LC0701_02,24
Regulation on business' ability to innovate - enhanced,Insurance,2,total,LC0701_03,3
Regulation on business' ability to innovate - don't know,Insurance,2,total,LC0701_04,0
Regulation on business' ability to innovate - not applicable,Insurance,2,total,LC0701_05,3
Regulation on business' ability to export - constrained,Insurance,2,total,LC0702_01,0
Regulation on business' ability to export - neither constrained nor enhanced,Insurance,2,total,LC0702_02,9
Regulation on business' ability to export - enhanced,Insurance,2,total,LC0702_03,0
Regulation on business' ability to export - don't know,Insurance,2,total,LC0702_04,3
Regulation on business' ability to export - not applicable,Insurance,2,total,LC0702_05,24
Regulatory requirements: business spent significant time and resource finding out about what is required,Insurance,2,total,LC0801,24
Regulatory requirements: business spent significant time and resource adjusting the business to regulatory changes,Insurance,2,total,LC0802,21
Regulatory requirements: business spent significant time and resource providing the required information to government,Insurance,2,total,LC0803,27
Regulatory requirements: business spent significant time and resource applying for consents and approvals,Insurance,2,total,LC0804,6
Regulatory requirements: business spent significant time and resource on dispute resolution process,Insurance,2,total,LC0805,9
"Regulatory requirements: business spent significant time and resource complying with monitoring, audits, and inspections",Insurance,2,total,LC0806,15
Regulatory requirements: business spent significant time and resource on none of the above,Insurance,2,total,LC0807,3
Business spent significant time and resource on employment regulation,Insurance,2,total,LC0901,12
Business spent significant time and resource on workplace safety,Insurance,2,total,LC0902,24
Business spent significant time and resource on environmental regulation,Insurance,2,total,LC0903,3
Business spent significant time and resource on business and trade laws,Insurance,2,total,LC0904,12
Business spent significant time and resource on product standards and product safety regulation,Insurance,2,total,LC0905,6
Business spent significant time and resource on border regulation,Insurance,2,total,LC0906,3
Business spent significant time and resource on other industry specific regulation,Insurance,2,total,LC0907,21
Business spent significant time and resource on none of the above,Insurance,2,total,LC0908,0
Meeting regulatory requirements for employment regulation - greater flexibility,Insurance,2,total,LC1001_01,12
Meeting regulatory requirements for employment regulation- neutral,Insurance,2,total,LC1001_02,18
Meeting regulatory requirements for employment regulation - greater certainty,Insurance,2,total,LC1001_03,3
Meeting regulatory requirements for employment regulation - don't know,Insurance,2,total,LC1001_04,3
Meeting regulatory requirements for employment regulation - not applicable,Insurance,2,total,LC1001_05,0
Meeting regulatory requirements for workplace safety - greater flexibility,Insurance,2,total,LC1002_01,3
Meeting regulatory requirements for workplace safety- neutral,Insurance,2,total,LC1002_02,18
Meeting regulatory requirements for workplace safety - greater certainty,Insurance,2,total,LC1002_03,12
Meeting regulatory requirements for workplace safety - don't know,Insurance,2,total,LC1002_04,3
Meeting regulatory requirements for workplace safety- not applicable,Insurance,2,total,LC1002_05,0
Meeting regulatory requirements for environmental regulation - greater flexibility,Insurance,2,total,LC1003_01,3
Meeting regulatory requirements for environmental regulation- neutral,Insurance,2,total,LC1003_02,12
Meeting regulatory requirements for environmental regulation - greater certainty,Insurance,2,total,LC1003_03,3
Meeting regulatory requirements for environmental regulation - don't know,Insurance,2,total,LC1003_04,3
Meeting regulatory requirements for environmental regulation- not applicable,Insurance,2,total,LC1003_05,15
Meeting regulatory requirements for business and trade laws - greater flexibility,Insurance,2,total,LC1004_01,6
Meeting regulatory requirements for business and trade laws- neutral,Insurance,2,total,LC1004_02,21
Meeting regulatory requirements for business and trade laws - greater certainty,Insurance,2,total,LC1004_03,6
Meeting regulatory requirements for business and trade laws - don't know,Insurance,2,total,LC1004_04,3
Meeting regulatory requirements for business and trade laws- not applicable,Insurance,2,total,LC1004_05,3
Meeting regulatory requirements for product standards and product safety regulation - greater flexibility,Insurance,2,total,LC1005_01,3
Meeting regulatory requirements for product standards and product safety regulation- neutral,Insurance,2,total,LC1005_02,15
Meeting regulatory requirements for product standards and product safety regulation - greater certainty,Insurance,2,total,LC1005_03,3
Meeting regulatory requirements for product standards and product safety regulation - don't know,Insurance,2,total,LC1005_04,3
Meeting regulatory requirements for product standards and product safety regulation- not applicable,Insurance,2,total,LC1005_05,15
Meeting regulatory requirements for border regulation - greater flexibility,Insurance,2,total,LC1006_01,3
Meeting regulatory requirements for border regulation- neutral,Insurance,2,total,LC1006_02,3
Meeting regulatory requirements for border regulation - greater certainty,Insurance,2,total,LC1006_03,0
Meeting regulatory requirements for border regulation - don't know,Insurance,2,total,LC1006_04,3
Meeting regulatory requirements for border regulation- not applicable,Insurance,2,total,LC1006_05,27
Meeting regulatory requirements for other industry specific regulation - greater flexibility,Insurance,2,total,LC1007_01,6
Meeting regulatory requirements for other industry specific regulation- neutral,Insurance,2,total,LC1007_02,12
Meeting regulatory requirements for other industry specific regulation - greater certainty,Insurance,2,total,LC1007_03,12
Meeting regulatory requirements for other industry specific regulation- don't know,Insurance,2,total,LC1007_04,3
Meeting regulatory requirements for other industry specific regulation- not applicable,Insurance,2,total,LC1007_05,3
Reason for using external source for advice on regulation compliance: requirement by regulation,Insurance,2,total,LC1101,15
Reason for using external source for advice on regulation compliance: more cost effective,Insurance,2,total,LC1102,6
Reason for using external source for advice on regulation compliance: faster,Insurance,2,total,LC1103,9
Reason for using external source for advice on regulation compliance: no internal resource available,Insurance,2,total,LC1104,15
Reason for using external source for advice on regulation compliance: unreliable or inconsistent advice from other sources,Insurance,2,total,LC1105,6
Reason for using external source for advice on regulation compliance: lack of clarity around legal requirements,Insurance,2,total,LC1106,15
Reason for using external source for advice on regulation compliance: need for assurance,Insurance,2,total,LC1107,21
Reason for using external source for advice on regulation compliance: independent advice need for compliance,Insurance,2,total,LC1108,21
Reason for using external source for advice on regulation compliance: concern about penalties for non-compliance,Insurance,2,total,LC1109,9
Reason for using external source for advice on regulation compliance: other,Insurance,2,total,LC1110,0
Reason for using external source for advice on regulation compliance: no external source(s) was used,Insurance,2,total,LC1111,3
Planning/regulatory process applied for consent or approval: Resource Management Act,Insurance,2,total,LC1201,3
Planning/regulatory process applied for consent or approval: Building Act,Insurance,2,total,LC1202,3
Planning/regulatory process applied for consent or approval: Conservation Act,Insurance,2,total,LC1203,0
Planning/regulatory process applied for consent or approval: none of these,Insurance,2,total,LC1204,27
Planning/regulatory process applied for consent or approval: don't know,Insurance,2,total,LC1205,3
Effect of regulation on business performance: a significant negative impact,Insurance,2,total,LC1300_01,3
Effect of regulation on business performance: a moderate negative impact,Insurance,2,total,LC1300_02,12
Effect of regulation on business performance: no impact,Insurance,2,total,LC1300_03,12
Effect of regulation on business performance: a moderate positive impact,Insurance,2,total,LC1300_04,6
Effect of regulation on business performance: a significant positive impact,Insurance,2,total,LC1300_05,0
Effect of regulation on business performance: don't know,Insurance,2,total,LC1300_06,0
Business regulatory compliance costs: decreased significantly,Insurance,2,total,LC1400_01,0
Business regulatory compliance costs: decreased moderately,Insurance,2,total,LC1400_02,0
Business regulatory compliance costs: stayed the same,Insurance,2,total,LC1400_03,6
Business regulatory compliance costs: increased moderately,Insurance,2,total,LC1400_04,21
Business regulatory compliance costs: increased significantly,Insurance,2,total,LC1400_05,6
Business regulatory compliance costs: don't know,Insurance,2,total,LC1400_06,0
Reason for increase in compliance costs: introduction of new regulation,Insurance,2,total,LC1501,18
Reason for increase in compliance costs: increased complexity of existing regulation,Insurance,2,total,LC1502,15
Reason for increase in compliance costs: improved compliance with regulation,Insurance,2,total,LC1503,12
Reason for increase in compliance costs: expansion of business operations,Insurance,2,total,LC1504,3
Reason for increase in compliance costs: other,Insurance,2,total,LC1505,6
Reason for increase in compliance costs: don't know,Insurance,2,total,LC1506,0
Business spent significant time and resource on supplier factors,Auxiliary,2,total,LC0301,87
Business spent significant time and resource on labour factors,Auxiliary,2,total,LC0302,150
Business spent significant time and resource on technological / equipment factors,Auxiliary,2,total,LC0303,165
Business spent significant time and resource on financing factors,Auxiliary,2,total,LC0304,42
Business spent significant time and resource on customer related factors,Auxiliary,2,total,LC0305,183
Business spent significant time and resource on competition factors,Auxiliary,2,total,LC0306,54
Business spent significant time and resource on regulatory factors,Auxiliary,2,total,LC0307,198
Business spent significant time and resource on infrastructure factors,Auxiliary,2,total,LC0308,30
Business spent significant time and resource on none of the above,Auxiliary,2,total,LC0309,15
"Business responded to regulation: introduced new products, processes or services",Auxiliary,2,total,LC0401,105
"Business responded to regulation: improved existing products, processes or services",Auxiliary,2,total,LC0402,135
"Business responded to regulation: changed materials, equipment or work practices",Auxiliary,2,total,LC0403,90
Business responded to regulation: increased the use of outsourced services,Auxiliary,2,total,LC0404,42
Business responded to regulation: raised the skill level or employees,Auxiliary,2,total,LC0405,171
Business responded to regulation: none of the above,Auxiliary,2,total,LC0406,69
